UserName,Handle,Timestamp,Text,Comments,Likes,Retweets,Views,Engagement Score,ImageURLs
Gari,@OnovoGari,2023-10-24T02:08:08.000Z,"Gari
@OnovoGari
·
Oct 23Replying to 
@OnovoGari",0,0,0,7,0.00,https://pbs.twimg.com/profile_images/1618805002335576065/j3y42lIa_x96.jpg
Buzzy Dungeon,@BuzzyDungeon,2023-10-24T00:17:46.000Z,"Buzzy Dungeon
@BuzzyDungeon
·
Oct 23Really happy with the shading on this #artist #art #artoftheday #digitalart #portrait #portaitart #digitalportrait #digitalartist #digitalpainting",1,2,9,81,13.58,"https://pbs.twimg.com/profile_images/1679613880085913602/eeV_5VsL_x96.jpg, https://pbs.twimg.com/media/F9KfmlsW8AEt6De?format=jpg&name=medium"
Zbynek KYSELA,@DrKysela,2023-10-23T14:51:57.000Z,"Zbynek KYSELA
@DrKysela
·
Oct 23"" Artwork No. 1379  ""
Curious for more? Click the link in my bio! 
.
.
.
#digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie",1,0,4,152,2.63,"https://pbs.twimg.com/profile_images/948187738993516544/p8G0-r47_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/2b50.svg, https://abs-0.twimg.com/emoji/v2/svg/270f.svg, https://abs-0.twimg.com/emoji/v2/svg/2764.svg, https://abs-0.twimg.com/emoji/v2/svg/261d.svg, https://pbs.twimg.com/media/F9IeGGfWcAA1VMg?format=jpg&name=medium"
Zbynek KYSELA,@DrKysela,2023-10-23T11:47:43.000Z,"Zbynek KYSELA
@DrKysela
·
Oct 23"" Artwork No. 1377  ""
Curious for more? Click the link in my bio! 
.
.
.
#digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie",0,1,2,169,1.78,"https://pbs.twimg.com/profile_images/948187738993516544/p8G0-r47_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/2b50.svg, https://abs-0.twimg.com/emoji/v2/svg/270f.svg, https://abs-0.twimg.com/emoji/v2/svg/2764.svg, https://abs-0.twimg.com/emoji/v2/svg/261d.svg, https://pbs.twimg.com/media/F9Hz7i1WgAARjlS?format=jpg&name=medium"
Farid Elmasry,@Puregyptian,2023-10-23T10:20:45.000Z,"Farid Elmasry
@Puregyptian
·
Oct 23Portrait 

#digitaldrawing #digitalart #digitalportrait #pencil #pencilportrait #portrait #sketch #artforsale #commissionedart #bouchac #ladyterezie #code_combo",0,0,1,14,7.14,"https://pbs.twimg.com/profile_images/1711319136519827456/FHg99lUd_x96.jpg, https://pbs.twimg.com/media/F9HgBZuXgAA7OC8?format=jpg&name=medium"
Doug Hilborn,@DougHilborn11,2023-10-22T16:09:11.000Z,"Doug Hilborn
@DougHilborn11
·
Oct 22“Your my Pumpkin “ well another portrait using a new approach and my journey away from line dependence. Trying to be about a more expressive result. Reference by 
@earthsworld
 @procreate
 #digitalportrait #digitalpainting #artistsoninstagram #cambridgeartist #waterlooregionartist",0,0,3,22,13.64,"https://pbs.twimg.com/profile_images/1507801337727172611/xlp1xi1P_x96.jpg, https://pbs.twimg.com/media/F9DmJ5eXUAEu1dl?format=jpg&name=small, https://pbs.twimg.com/ext_tw_video_thumb/1716124515753689088/pu/img/FAs1S45StOTSCdE3.jpg"
Sumera Irshad,@SumeraIrshad545,2023-10-21T11:03:08.000Z,"Sumera Irshad
@SumeraIrshad545
·
Oct 21#sumerairshad #digitalcreator
#digitalart #digitalartists
 #artofsellingyourself #portrait #digitalportrait #lineart 
this is a work of art ",0,0,1,21,4.76,"https://pbs.twimg.com/profile_images/1637253721896673280/eisw0Kb8_x96.jpg, https://abs-0.twimg.com/emoji/v2/svg/1f3a8.svg, https://pbs.twimg.com/ext_tw_video_thumb/1715684722087698432/pu/img/xI0F-nrZwfv1UIYs.jpg"
heArtYet,@Yet_D,2023-10-21T05:30:32.000Z,"heArtYet
@Yet_D
·
Oct 21Just gorgeous!

#KenSuson #SB19_KEN #SB19inJakarta #SB19_ATIN #digitalpainting #digitalart #digitalportrait #SB19_fanart #FelipSuperior #FELIPSUSON 
@SB19Official
 @felipsuperior",0,2,6,263,3.04,"https://pbs.twimg.com/profile_images/1708878582620282880/CplFhhdK_x96.jpg, https://pbs.twimg.com/media/F88KalsbQAAiqrT?format=jpg&name=medium"
Eruh,@erudrawss,2023-10-21T02:10:54.000Z,"Eruh
@erudrawss
·
Oct 20Experimenting. Her name is 1999. The tattoo on her bewb means "" I am greater than my highs and lows.""
#ArtistOnX #ArtistOnTwitter #digitalart #artph #characterportrait #digitalportrait #commissionsopen #smallartist #artistforhire #NewProfilePic",0,1,4,119,4.20,"https://pbs.twimg.com/profile_images/1715550783415197696/NbKkurra_x96.jpg, https://pbs.twimg.com/media/F87cucHbEAAUr-5?format=jpg&name=medium"
sherrybeary,@sherrybeary111,2023-10-21T01:17:26.000Z,"sherrybeary
@sherrybeary111
·
Oct 20AI Avatar Retouch in Zepeto Metaverse 
#avatarretouch #zepeto #metaverse #avatar #sherrybeary #aiart #aiportraits #zepetousa #digitalart #aiportrait #zepetoAI #chatgpt #zepetoportrait #digitalart #ztx #digitalportrait #portraitart #portraitartistoftheweek #portrait…
Show more",0,0,17,212,8.02,"https://pbs.twimg.com/profile_images/1616499802711138304/thdD7mEz_x96.jpg, https://pbs.twimg.com/media/F87QfUBXgAAu_wY?format=jpg&name=medium"
